gender;age_diff;attractive;sincere;intelligent;funny;ambitious;shared_interests;like;guess_liked;match
m;4;2;3;4;5;5;2;6;4;no
m;4;6;9;10;5;8;3;6;3;no
m;0;9;9;9;8;8;7;7;7;yes
m;4;10;10;10;10;10;7;10;1;no
m;2;8;8;8;7;8;7;7;5;no
m;2;8;8;7;8;8;8;7;5;yes
m;3;7;7;8;10;9;8;7;3;yes
m;2;7;9;9;7;9;7;5;2;no
m;1;6;6;6;6;6;6;5;2;no
m;2;8;8;9;9;8;8;5;1;yes
m;3;9;9;9;8;2;7;7;1;no
m;0;7;9;9;10;9;8;7;4;yes
m;10;5;10;8;8;8;8;6;3;no
m;7;5;5;7;8;7;5;6;4;yes
m;5;8;8;8;6;6;2;6;4;no
m;3;7;8;8;8;8;6;7;5;yes
m;2;1;6;7;7;9;4;7;1;no
m;2;6;9;10;10;10;8;7;5;no
m;2;6;9;9;7;7;5;7;5;no
m;2;5;7;6;7;7;6;6;3;no
m;0;7;10;10;10;10;10;8;10;yes
m;4;7;8;9;9;8;8;7;3;yes
m;4;7;7;7;7;7;6;7;4;no
m;0;5;6;7;5;6;4;8;5;no
m;4;5;5;5;5;5;5;9;2;no
m;6;4;9;8;9;8;3;3;7;no
m;3;5;10;9;8;9;7;6;6;no
m;13;5;8;8;8;8;8;10;7;no
m;10;4;6;8;6;5;5;10;6;no
m;8;6;8;7;6;8;2;4;5;no
m;0;5;7;7;7;7;6;7;6;no
m;1;2;4;5;4;7;3;5;2;no
m;1;2;10;10;2;2;3;7;3;no
m;5;8;10;10;9;10;5;8;5;no
m;1;6;7;7;8;7;5;7;7;no
m;7;7;8;8;8;8;7;2;1;no
m;7;7;7;7;7;7;7;10;6;no
m;1;9;9;9;10;9;10;6.5;7;yes
m;2;9;9;9;9;9;9;5.5;5;yes
m;5;5;7;7;7;5;6;6;5;yes
m;6;6;9;8;8;9;8;5;6.5;no
m;7;2;7;6;8;6;4;9;7;no
m;4;7;10;9;10;8;9;8.5;6.5;yes
m;14;8;8;8;7;5;8;8;9;yes
m;11;4;8;8;5;7;6;5;3;no
m;9;7;6;6;5;6;5;7;6;yes
m;1;10;7;7;6;6;8;8;8;yes
m;2;8;10;8;9;8;8;8;8;yes
m;2;3;10;10;10;10;6;8;8;no
m;6;9;9;10;10;7;6;7;6;no
m;2;6;7;8;7;8;6;4;4;no
m;8;8;9;9;10;9;9;8;6;yes
m;8;7;7;7;7;7;6;8;6.5;no
m;10;5;5;5;5;8;8;6;5;no
m;2;9;7;7;9;6;5;5;2;no
m;1;7;4;7;2;2;2;5;3;no
m;2;6;6;6;6;6;6;7;5;yes
m;3;8;8;8;8;8;8;6;6;no
m;4;7;7;7;8;7;7;7;5;yes
m;1;7;10;10;10;8;10;6;4;no
m;11;5;7;9;6;7;5;6;5;no
m;8;4;0;8;7;7;6;7;5;yes
m;6;6;6;6;4;6;1;5;3;no
m;2;10;8;6;7;10;5;8;2;yes
m;1;7;9;7;6;7;5;5;4;no
m;1;8;10;10;5;10;8;7;6;no
m;3;9;9;8;10;8;7;5;3;no
m;1;7;7;6;6;4;5;5;4;no
m;1;9;7;8;7;6;7;7;5;no
m;5;8;9;10;9;8;9;6;4;no
m;5;7;7;7;7;7;6;7;4;no
m;3;6;7;7;6;7;7;7;5;no
m;2;7;10;10;6;10;6;7;5;yes
m;1;5;5;5;5;5;5;7;5;no
m;2;8;8;8;8;8;8;7;5;yes
m;3;6;9;8;8;8;7;8;5;no
m;0;6;10;10;8;8;8;8;5;yes
m;10;4;8;8;9;6;8;8;5;no
m;7;5;5;9;6;5;5;8;5;no
m;5;6;8;7;5;6;2;7;5;no
m;3;6;7;7;7;5;7;7;5;yes
m;2;2;4;7;8;8;4;6;6;no
m;2;5;10;10;10;10;10;5;5;no
m;2;8;10;10;8;8;6;5;5;no
m;2;6;7;7;5;6;7;5;5;yes
m;4;7;9;9;7;9;7;8;5;yes
m;4;7;7;7;6;7;6;8;5;no
m;6;8;9;8;9;9;8;5;3;no
m;2;4;4;4;4;4;4;5;2;no
m;0;6;6;7;6;7;6;4;2;no
m;3;7;8;8;9;8;6;5;5;no
m;7;4;7;8;4;8;6;5;3;no
m;4;4;4;5;4;9;4;5;2;no
m;2;5;5;5;7;5;3;6;4;no
m;6;8;7;7;7;7;8;8;6;yes
m;5;4;3;6;7;5;2;7;4;no
m;5;4;10;10;10;10;8;6;5;no
m;1;7;10;10;10;7;6;6;6;no
m;5;6;6;6;7;8;7;5;6;no
m;1;6;9;9;8;8;5;7;6;yes
m;1;7;7;7;6;6;6;5;6;no
m;5;4;6;7;4;5;2;5;5;no
m;1;6;6;6;6;6;6;5;4;no
m;0;7;9;8;8;9;8;4;4;no
m;1;4;9;9;6;7;5;4;2;no
m;2;6;10;9;8;8;7;5;4;no
m;8;4;8;6;8;7;8;6;4;no
m;5;3;5;5;4;5;4;5;5;no
m;3;6;4;6;2;6;1;6;3;no
m;4;2;4;7;7;7;3;5;5;no
m;4;2;10;10;10;10;7;4;3;no
m;0;7;10;10;9;9;6;7;3;no
m;4;6;9;7;6;6;8;6;5;no
m;2;6;7;8;7;8;5;4;4;no
m;2;7;7;7;7;7;7;4;4;no
f;2;9;9;9;9;9;9;8;8;yes
f;2;9;7;7;6;4;5;4;5;no
f;2;6;7;7;4;4;5;1;2;no
f;1;9;8;9;9;8;7;8;5;yes
f;2;7;8;7;6;6;6;8;5;yes
f;2;10;7;9;10;8;10;8;8;yes
f;1;10;9;8;9;9;7;9;9;yes
f;20;9;8;9;10;8;8;7;7;yes
f;0;5;5;5;2;1;2;7;5;no
f;1;5;5;5;5;5;5;2;5;no
f;1;10;10;10;10;10;10;8;1;no
f;3;6;5;5;4;4;5;4;6;no
f;1;7;6;7;5;5;8;1;4;no
f;0;8;8;7;7;7;6;9;2;yes
f;1;6;8;9;9;8;6;7;7;yes
f;1;5;5;5;5;5;5;9;7;no
f;0;7;9;9;8;8;8;6;8;yes
f;21;7;8;8;7;7;7;9;8;no
f;1;3;3;5;6;1;1;7;7;no
f;2;5;5;5;5;5;5;3;5;no
f;2;6;10;7;7;7;7;6;6;no
f;2;4;6;6;5;4;5;7;7;no
f;2;5;6;8;7;7;7;2;2;no
f;1;5;8;8;6;7;5;5;4;no
f;2;6;7;7;6;7;7;6;5;no
f;2;5;7;7;2;5;2;2;1;no
f;1;7;9;9;8;8;7;8;8;yes
f;0;1;1;6;2;5;1;7;6;no
f;1;5;5;5;5;5;5;5;6;no
f;1;10;10;10;10;10;10;10;1;no
f;3;4;5;4;4;5;4;5;8;no
f;1;6;2;4;4;4;6;2;6;no
f;0;10;10;9;10;9;10;10;10;yes
f;1;5;7;6;6;6;5;8;8;no
f;1;7;3;7;10;7;8;7;7;yes
f;0;9;7;6;10;8;7;8;8;yes
f;21;8;8;8;7;6;10;6;8;no
f;1;6;5;5;4;3;2;6;8;no
f;1;10;10;10;10;10;10;10;10;yes
f;3;6;5;5;4;4;6;8;7;no
f;1;5;4;3;2;5;4;3;5;no
f;0;10;10;10;10;10;10;10;10;yes
f;1;7;6;8;9;7;7;7;6;no
f;1;7;7;7;7;5;5;7;6;yes
f;0;7;7;7;7;8;6;6;3;no
f;1;3;7;2;1;1;1;8;7;no
f;2;5;5;5;5;5;5;5;6;no
f;1;10;10;10;10;10;10;8;1;no
f;3;6;6;5;6;5;6;7;2;no
f;1;8;7;6;5;5;5;2;1;no
f;0;10;5;6;10;10;10;10;9;yes
f;1;7;7;7;7;7;8;7;4;no
f;1;7;7;8;8;10;6;7;2;no
f;0;8;8;9;9;7;7;8;1;no
f;21;8;9;10;9;5;9;4;1;no
f;1;6;6;6;3;8;2;6;1;no
f;3;9;9;8;7;8;7;5;7;no
f;1;6;4;5;6;7;7;5;7;no
f;3;9;8;4;5;3;2;4;7;no
f;2;8;8;6;6;6;7;7;8;yes
f;3;6;9;8;9;7;7;4;7;no
f;3;9;8;8;6;7;3;8;9;yes
f;2;9;8;9;7;8;8;5;7;yes
f;1;7;6;6;6;6;6;8;7;yes
f;0;6;6;6;6;6;6;3;7;no
f;2;6;7;7;7;7;7;6;8;yes
f;2;9;6;8;5;7;4;4;6;no
f;2;7;5;6;6;8;7;1;8;no
f;1;9;8;7;8;7;7;5;7;yes
f;2;7;7;7;7;6;8;7;8;no
f;2;8;5;7;8;5;6;2;7;no
f;1;8;8;10;10;8;7;6;5;yes
f;20;9;8;8;10;9;8;4;8;no
f;0;9;6;8;6;6;6;9;5;yes
f;1;6;6;7;6;6;2;5;5;no
f;1;6;9;8;7;6;6;9;1;no
f;3;5;4;5;4;5;4;9;1;no
f;1;2;7;9;6;7;7;5;10;no
f;0;4;6;6;5;4;2;8;1;no
f;1;4;8;7;6;6;5;9;1;no
f;1;5;8;7;0;5;0;1;1;no
f;0;6;9;7;7;8;7;9;1;no
f;21;7;8;10;6;5;6;7;1;no
f;1;2;1;3;1;1;1;7;1;no
f;2;7;5;10;6;7;2;9;1;no
m;2;7;7;7;9;7;8;9;7;yes
m;1;8;10;9;10;5;5;10;1;no
m;2;7;6;6;7;4;4;8;4;no
m;1;10;10;10;10;10;10;10;1;no
m;1;10;10;10;10;10;10;10;10;yes
m;1;10;10;10;10;10;10;10;1;no
m;2;7;8;7;8;8;5;8;9;yes
m;1;8;10;10;7;7;8;7;7;no
m;2;4;8;7;4;9;3;8;2;no
m;3;5;9;6;5;5;2;4;2;no
m;2;8;7;6;6;5;4;4;1;no
m;3;6;10;10;7;6;5;4;2;no
m;3;7;10;8;8;8;6;4;2;no
m;3;7;10;8;7;8;4;6;2;no
m;2;5;8;6;2;2;2;5;8;no
m;3;9;10;7;5;10;9;3;1;no
m;2;5;1;6;2;8;1;6;6;no
m;1;5;9;8;1;10;1;8;8;no
m;2;4;3;4;2;9;3;7;2;no
m;1;2;10;10;2;10;2;6;6;no
m;1;4;4;8;2;10;0;7;7;no
m;1;4;8;7;5;9;3;7;8;no
m;2;2;1;4;1;6;0;8;8;no
m;1;4;6;7;6;6;1;7;7;no
m;1;7;7;8;8;7;8;8;8;yes
m;0;10;9;10;10;10;7;7;5;yes
m;1;7;5;5;6;5;3;5;7;no
m;0;10;10;10;10;10;10;10;10;yes
m;0;10;8;8;9;8;8;10;9;yes
m;0;10;10;10;10;10;10;10;9;yes
m;2;6;8;8;9;8;6;7;8;yes
m;1;6;8;8;6;8;5;7;7;yes
m;0;6;10;10;8;8;4;3;5;no
m;2;5;7;9;6;8;7;6;7;yes
m;1;6;9;8;7;7;6;7;8;yes
m;2;5;6;5;5;5;7;6;6;no
m;1;6;10;10;8;10;6;5;5;no
m;1;6;9;10;7;9;4;7;3;no
m;1;6;10;9;7;8;6;7;3;no
m;2;8;10;8;7;8;6;7;7;no
m;1;8;7;10;7;10;9;5;7;no
m;2;10;6;7;8;8;8;10;10;yes
m;1;9;9;8;10;7;8;5;8;no
m;1;8;5;9;9;10;8;7;10;yes
m;1;8;6;6;7;5;6;7;8;yes
m;1;8;6;7;6;8;5;7;10;no
m;3;8;10;9;10;8;7;8;7;yes
m;2;9;4;5;2;2;1;7;10;no
m;1;4;4;2;1;1;1;4;7;no
m;1;9;10;8;8;7;9;9;8;yes
m;0;6;10;9;8;7;4;7;8;yes
m;1;8;6;7;8;7;5;7;8;yes
m;0;9;10;9;8;8;7;8;9;yes
m;0;7;8;8;6;6;3;6;7;no
m;0;7;8;6;6;6;6;8;8;no
m;1;8;7;8;6;5;2;8;8;yes
m;0;9;10;10;5;7;4;5;8;no
m;20;7;7;6;7;6;7;8;8;yes
m;21;6;9;7;8;7;9;7;7;no
m;20;5;6;5;4;6;3;7;7;no
m;21;6;10;8;8;10;5;7;7;no
m;21;6;10;6;9;6;4;7;8;yes
m;21;7;7;6;7;9;5;8;8;no
m;20;5;7;2;2;4;2;8;8;no
m;21;7;6;7;8;10;7;7;7;no
m;0;8;8;8;8;8;8;5;2;no
m;1;9;9;8;6;5;5;5;2;no
m;0;7;8;7;5;6;6;3;2;no
m;1;6;9;9;9;9;5;6;2;no
m;1;5;10;8;5;8;4;6;2;no
m;0;9;9;9;8;10;2;9;5;yes
m;1;6;10;5;2;2;4;2;3;no
m;1;2;7;6;2;5;1;5;1;no
m;2;4;9;8;3;6;2;5;1;no
m;1;5;6;4;5;3;3;5;1;no
m;2;4;8;7;3;7;0;5;1;no
m;1;7;8;6;5;7;2;5;1;no
f;1;8;8;9;8;9;7;8;7;no
f;5;8;7;4;6;6;4;8;5;no
f;2;7;7;7;7;7;7;9;7;yes
f;1;8;7;7;7;7;8;7;7;no
f;2;6;10;10;6;7;5;7;7;no
f;8;3;8;8;9;8;1;6;5;no
f;5;5;9;8;6;8;6;7;6;no
f;4;6;10;9;9;6;5;5;5;no
f;3;9;9;9;8;8;7;9;6;yes
f;9;3;8;8;2;7;1;7;5;no
f;5;7;8;8;7;6;5;5;2;no
f;0;7;8;8;7;7;6;6;6;no
f;6;4;6;6;1;7;1;7;6;no
f;3;6.5;8;8;7;7;7;8;7;yes
f;2;8;9;8;8;6;5;6;5;yes
f;26;6;8;9;7;9;6;8;1;no
f;29;5;5;6;8;6;8;8;1;no
f;28;3;7;8;4;8;4;8;1;no
m;1;7;9;7;9;6;9;7;6;no
m;2;7;7;7;8;6;8;7;6;no
m;3;8;9;7;9;10;8;9;6;yes
m;26;8;8;8;8;8;8;8;6;no
m;5;8;8;8;8;8;8;8;6;no
m;8;7;6;8;7;8;6;1;1;no
m;9;7;8;9;8;7;8;1;8;no
m;32;10;10;10;10;10;10;9;9;yes
m;10;5;7;9;5;9;5;8;6;no
m;13;6;5;5;6;6;7;6;7;no
m;14;7;7;8;5;8;5;7;6;no
m;37;3;8;8;5;8;1;8;8;no
m;2;8;9;9;9;9;8;7;7;yes
m;5;8;7;7;8;8;7;6;6;no
m;6;8;9;9;9;10;7;6.5;7;no
m;29;8;8;8;8;8;8;6.5;7;no
m;1;5;8;8;8;7;7;7;7;no
m;4;5;6;5;7;5;6;8;8;no
m;5;6;5;6;5;6;4;7;7;no
m;28;6;8;8;8;8;8;4;7;no
f;1;10;8;8;7;7;5;4;9;no
f;2;8;7;8;7;6;4;9;8;no
f;3;6;7;7;6;6;5;8;6;no
f;2;7;7;7;5;6;5;8;10;no
f;6;8;8;9;7;8;6;7;2;no
f;1;7;6;7;6;4;4;8;8;yes
f;1;8;8;7;7;7;8;10;10;yes
f;4;8;8;9;8;7;8;10;9;yes
f;4;7;7;7;7;5;7;9;10;no
f;5;7;8;9;9;8;7;7;10;yes
f;3;8;7;6;7;7;6;8;8;yes
f;2;8;7;7;7;5;5;8;7;yes
f;10;6;8;9;6;8;7;5;5;no
f;5;5;7;7;5;4;4;5;5;no
f;4;4;9;7;5;8;3;5;5;no
f;11;5;10;8;5;10;6;8;5;no
f;6;3;6;6;2;7;2;7;4;no
f;7;5;8;7;6;6;4;8;6;no
f;3;6;9;9;6;8;4;9;6;no
f;10;3;7;6;4;5;2;5;5;no
f;10;5;5;5;6;6;6;7;5;no
f;5;7;9;9;8;8;8;8;5;no
f;5;5;7;7;5;7;3;4;5;no
f;4;5;8;9;6;7;9;9;8;no
f;11;4;6;5;4;5;5;7;5;no
f;0;9;9;9;7;7;8;4;7;no
f;5;8;8;8;8;7;9;4;8;no
f;6;6;8;9;9;9;7;7;7;no
f;1;6;8;10;9;3;1;9;5;no
f;4;8;7;7;7;7;5;9;5;yes
f;3;8;8;8;6;6;5;7;8;no
f;4;7;7;9;7;6;5;8;0;no
f;7;7;8;10;8;7;6;6;8;no
f;0;4;6;5;4;5;6;6;6;no
f;0;8;8;8;8;8;8;5;8;no
f;5;8;7;8;9;7;9;7;6;no
f;6;8;9;9;9;8;10;6;8;no
f;4;4;7;8;5;6;4;7;9;no
f;1;5;7;6;6;6;5;6;8;no
f;1;9;8;9;7;7;8;8;5;no
f;4;8;8;8;7;7;9;8;5;no
f;5;4;8;9;4;10;3;7;5;no
f;2;6;8;10;7;5;3;9;1;no
f;3;5;6;7;7;6;5;8;1;no
f;2;6;7;6;8;5;3;9;5;no
f;6;6;8;9;6;8;5;2;5;no
f;1;2;6;6;4;5;5;8;1;no
f;1;7;7;7;7;7;7;8;1;no
f;4;7;9;9;8;9;8;7;1;no
f;4;6;7;6;6;6;8;9;5;no
f;5;6;8;9;5;8;3;8;5;no
f;3;2;7;9;2;4;2;9;5;no
f;2;4;6;6;5;5;5;10;6;no
f;13;8;9;8;7;7;8;4;3;no
f;14;5;6;7;4;5;5;6;3;no
f;9;4;6;8;3;6;3;5;2;no
f;10;5;8;7;6;7;7;6;3;no
f;9;9;10;10;8;8;8;10;10;yes
f;6;8;7;9;7;7;7;6;3;no
f;13;3;6;8;2;5;3;6;3;no
f;13;4;6;7;6;6;3;6;3;no
f;8;7;8;9;7;8;7;7;4;no
f;8;5;7;7;6;6;5;6;3;no
f;7;6;8;9;6;7;7;7;6;no
f;9;1;4;5;1;3;1;6;4;no
f;14;5;6;5;5;5;4;5;3;no
f;3;9;7;7;9;8;6;5;4;no
f;2;6;6;6;6;6;3;5;4;no
f;3;8;10;9;8;8;7;8;10;yes
f;4;7;8;9;10;6;6;6;6;no
f;1;5;7;7;8;7;5;5;5;no
f;0;7;9;7;8;7;8;8;6;no
f;1;9;6;6;8;6;5;5;5;no
f;4;7;8;8;10;8;5;6;6;yes
f;3;3;6;5;8;2;4;6;5;no
f;3;4;7;8;7;5;7;4;6;no
f;2;7;7;7;6;6;7;5;5;no
f;3;5;6;7;9;7;4;5;5;no
f;4;5;7;5;6;6;4;6;6;no
f;4;9;8;8;7;7;7;1;1;no
f;2;7;8;8;8;8;7;5;1;no
f;5;6;6;8;5;7;5;4;1;no
f;0;6;6;7;7;6;7;8;5;no
f;1;8;8;8;7;6;5;8;5;no
f;3;8;8;9;6;9;5;1;1;no
f;4;6;5;6;5;4;3;6;1;no
f;4;7;8;8;6;6;5;5;1;no
f;1;6;6;7;5;8;5;4;1;no
f;2;7;7;7;6;8;6;9;3;no
f;0;7;4;6;9;8;4;9;5;no
f;5;5;8;5;7;6;5;7;2;no
f;5;9;9;9;8;7;6;5;6;no
f;0;8;9;7;7;7;6;4;8;no
f;6;7;6;7;5;8;7;7;3;no
f;1;8;6;6;7;7;5;6;8;no
f;2;8;8;8;7;7;6;5;7;no
f;5;6;6;6;5;4;4;5;7;no
f;5;5;6;6;6;6;6;4;7;no
f;0;9;8;9;8;8;8;7;7;no
f;0;7;7;7;6;6;6;4;8;no
f;1;8;7;8;6;9;10;7;6;yes
f;6;8;8;8;8;7;8;6;5;yes
f;8;10;8;9;7;7;7;5;4;no
f;2;7;10;9;8;8;3;7;1;no
f;9;8;8;10;8;6;5;7;2;no
f;4;6;9;8;5;6;3;7;4;no
f;5;9;9;9;8;8;5;7;4;no
f;1;8;10;9;8;8;7;7;4;yes
f;8;7;5;6;7;5;4;7;5;yes
f;8;8;7;7;7;7;7;8;6;no
f;3;7;8;9;7;9;8;9;5;no
f;3;6;7;7;7;6;7;8;5;no
f;2;7;9;9;7;8;5;7;4;no
f;4;4;6;8;4;6;3;7;4;no
f;9;7;7;7;7;7;5;8;5;no
f;5;10;8;8;9;7;6;2;3;no
f;6;10;8;8;9;8;5;9;8;no
f;1;8;7;7;7;6;9;8;8;yes
f;2;8;9;8;7;6;5;7.5;6;no
f;2;10;9;8;10;7;3;4;4;no
f;5;8;8;5;4;3;4;3;3;no
f;5;9;8;7;7;8;7;4;5;no
f;0;9;9;9;9;8;7;7;7;no
f;0;8;7;7;8;7;5;4;6;no
f;1;9;9;8;8;7;6;5;6;no
f;1;8;7;8;6;8;6;7;7;no
f;6;9;8;7;8;7;7;9;9;yes
f;4;9;9;8;7;7;6;6;6;no
f;2;7;9;10;6;9;3;6;5;no
f;5;7;10;9;6;5;2;8;7;no
f;0;6;7;7;5;6;4;7;5;no
f;3;8;9;10;5;9;5;9;6;yes
f;4;7;7;7;7;7;6;6;7;no
f;1;10;9;8;7;8;6;8;7;no
f;1;5;7;6;5;6;5;6;5;no
f;2;7;7;8;5;7;4;7;5;no
f;0;7;8;8;4;6;3;7;8;no
f;5;5;5;5;5;5;5;7;7;no
f;5;7;9;8;6;7;6;5;5;no
f;0;7;7;7;6;6;5;5;5;yes
f;1;7;9;8;6;7;2;5;5;no
f;6;7;9;6;6;5;3;5;5;no
f;1;5;7;6;3;7;3;5;5;no
f;2;8;10;8;8;8;6;8;7;yes
f;2;7;8;8;6;7;5;5;5;no
f;5;4;8;6;5;6;4;5;5;no
f;5;7;7;7;6;6;5;6;7;no
f;0;9;10;8;7;8;6;7;6;no
f;0;5;7;7;6;5;7;4;4;no
f;1;6;8;8;6;7;4;5;5;yes
f;6;5;5;5;5;5;5;5;5;no
f;4;9;9;7;8;7;6;5;5;no
f;1;7;8;7;7;8;6;7;5;no
f;2;8;8;8;7;8;7;8;5;no
f;5;9;9;8;9;7;6;8;5;yes
f;0;7;6;7;6;7;3;5;3;no
f;1;8;10;8;8;7;5;8;3;yes
f;3;10;8;8;8;10;3;5;3;no
f;4;5;7;7;6;6;6;8;3;no
f;4;8;8;8;8;8;8;5;5;no
f;1;10;9;9;9;9;10;8;6;yes
f;1;6;6;7;5;7;7;6;5;no
f;2;9;7;8;8;10;5;8;5;yes
f;0;7;8;8;5;6;6;8;3;yes
f;5;6;7;6;7;6;6;8;5;yes
f;4;10;9;9;8;7;7;2;5;no
f;5;7;8;8;10;7;6;7;5;yes
f;0;6;5;3;4;7;3;3;3;no
f;1;8;6;6;6;6;7;6;6;no
f;3;9;9;8;6;5;5;5;5;no
f;4;6;6;5;4;4;3;4;4;no
f;4;7;7;7;7;7;7;4;4;no
f;1;9;8;8;8;8;8;8;5;no
f;1;6;7;7;6;6;6;8;5;no
f;2;10;8;8;8;9;6;5;7;no
f;0;5;6;6;4;5;5;6;6;no
f;5;6;7;7;8;7;5;5;7;no
f;7;9;8;8;8;7;6;3;3;no
f;1;8;10;8;9;9;10;8;10;yes
f;8;7;9;10;8;8;4;8;7;no
f;3;5;7;7;5;9;6;4;1;no
f;4;8;9;9;8;8;8;7;6;yes
f;3;8;8;10;7;9;5;6;6;no
f;0;7;8;7;7;8;6;5;5;no
f;7;7;6;6;5;6;4;6;5;no
f;7;7;8;8;7;7;6;7;7;no
f;2;8;8;10;8;10;8;9;9;no
f;2;6;8;8;7;8;8;3;2;no
f;1;6;8;9;9;10;4;2;2;no
f;3;6;8;7;7;8;7;8;8;yes
f;8;7;7;7;7;7;6;8;7;yes
f;5;9;8;8;7;6;5;1;3;no
f;1;10;8;8;9;9;8;7;8;no
f;6;8;8;8;9;7;6;6;6;no
f;1;5;5;6;6;7;3;1;4;no
f;2;7;6;6;6;7;4;3;5;no
f;2;9;7;8;6;8;5;4;5;no
f;5;6;7;6;6;5;4;3;5;no
f;5;6;8;8;8;8;8;2;6;no
f;0;10;8;8;9;9;8;7;6;yes
f;0;6;6;6;5;7;6;3;4;no
f;1;9;8;9;9;10;5;6;6;no
f;1;8;5;7;8;9;6;6;7;no
f;6;7;8;8;8;8;7;3;7;no
m;1;4;5;6;4;6;4;9;5;no
m;0;4;6;7;4;7;4;9;7;no
m;1;7;10;10;7;9;8;9;6;no
m;3;5;5;8;5;5;5;8;4;no
m;4;4;8;8;2;6;1;8;5;no
m;5;4;5;5;1;3;1;9;4;no
m;4;6;7;7;6;8;6;8;4;no
m;4;5;8;10;5;8;7;8;4;no
m;4;2;6;7;2;7;2;9;6;no
m;7;4;7;10;3;10;3;8;5;no
m;5;2;3;3;2;3;1;7;4;no
m;4;5;10;9;8;7;5;7;5;yes
m;5;4;7;8;5;7;4;9;7;no
m;4;7;10;10;10;10;8;8;6;no
m;2;5;6;8;5;5;4;5;4;no
m;1;3;8;8;2;7;1;6;4;no
m;0;4;7;8;4;6;7;7;6;no
m;0;3;7;7;4;6;5;7;4;no
m;1;6;8;9;8;9;5;7;6;no
m;1;1;4;6;3;6;2;7;4;no
m;2;3;10;10;6;10;3;5;3;no
m;0;2;6;6;6;5;4;5;1;no
m;5;8;8;8;8;10;6;6;7;no
m;4;5;5;7;8;7;4;4;5;no
m;6;7;8;8;8;8;7;7;6;no
m;5;8;10;7;10;7;5;5;5;no
m;3;8;6;7;8;9;7;6;8;yes
m;2;7;5;7;8;8;6;7;7;no
m;1;9;7;8;8;8;6;5;5;yes
m;2;9;7;7;7;7;2;7;7;no
m;1;8;6;8;7;7;6;8;7;no
m;2;6;8;7;7;7;4;5;5;no
m;2;9;9;9;9;9;9;7;5;no
m;2;7;7;6;7;6;6;6;7;no
m;1;7;10;10;9;10;10;8;9;yes
m;1;7;6;7;10;9;8;8;7;no
m;2;10;10;9;8;8;7;7;6;no
m;11;5;6;8;9;8;6;4;5;no
m;1;8;8;8;10;7;9;5;3;no
m;2;10;9;9;9;8;7;4;2;no
m;4;7;6;7;6;6;5;4;3;no
m;5;5;8;8;5;5;1;5;4;no
m;6;8;6;8;8;6;8;7;5;no
m;9;8;5;8;8;8;7;6;3;no
m;6;9;7;8;8;7;7;8;4;no
m;5;8;8;8;8;9;9;6;5;no
m;5;10;8;9;9;8;6;8;8;yes
m;5;8;7;7;8;7;5;7;6;yes
m;8;8;9;10;7;9;5;5;3;no
m;6;7;7;6;7;6;7;6;5;no
m;3;8;10;9;8;8;5;5;5;no
m;4;7;7;8;8;7;7;8;10;yes
m;3;9;9;9;8;9;8;6;3;no
m;1;5;6;6;6;5;4;5;4;no
m;0;6;8;8;4;9;7;6;5;no
m;4;6;6;7;6;6;5;5;5;no
m;1;9;8;7;7;6;9;9;6;yes
m;1;5;5;7;6;7;6;4;3;no
m;0;5;8;8;7;7;2;4;2;no
m;0;2;4;6;4;6;3;4;3;no
m;3;7;6;10;3;8;10;6;4;no
m;1;3;5;7;2;5;2;5;3;no
m;2;6;8;8;8;8;7;6;2;no
m;7;9;8;9;8;9;8;5;2;no
m;3;6;7;7;8;7;7;6;4;no
m;2;9;9;8;7;9;7;5;3;no
m;0;7;8;8;7;7;8;6;6;no
m;1;7;9;9;8;8;7;7;4;no
m;2;5;6;6;4;4;4;8;3;no
m;2;7;5;7;8;7;7;8;3;no
m;1;7;8;7;7;6;8;5;3;no
m;2;8;8;8;8;6;7;8;5;yes
m;1;9;9;8;9;8;6;7;5;yes
m;1;6;7;6;6;5;7;7;4;no
m;4;6;9;10;7;10;8;8;6;yes
m;2;5;7;6;5;5;4;5;3;no
m;3;8;9;10;8;5;6;6;3;no
m;4;8;8;7;7;6;7;7;4;no
m;3;9;10;10;9;8;9;7;5;no
m;9;10;9;10;10;8;8;10;10;yes
m;1;6;8;8;6;6;5;6;3;no
m;0;4;6;7;6;7;2;6;3;no
m;1;3;7;8;3;3;3;5;1;no
m;4;8;7;6;7;6;7;9;7;no
m;1;6;8;8;5;7;8;7;5;no
m;0;7;9;9;9;7;5;6;2;no
m;0;6;8;7;7;8;8;7;5;no
m;3;7;9;10;6;10;6;7;5;no
m;1;5;6;6;7;7;6;8;5;no
m;6;6;8;7;6;5;7;6;3;no
m;7;7;6;6;5;6;5;7;5;no
m;6;8;8;7;7;5;4;6;4;no
m;4;7;7;7;5;6;5;8;4;yes
m;3;6;7;6;1;5;2;8;4;no
m;2;8;5;5;4;6;5;6;3;no
m;3;8;8;7;8;8;9;7;4;yes
m;3;7;9;7;5;5;4;5;2;no
m;3;7;6;5;6;4;5;6;5;no
m;0;8;5;10;7;8;6;6;6;no
m;2;6;7;7;4;5;4;7;4;no
m;2;8;6;6;8;9;5;5;2;no
m;3;7;8;8;7;7;6;8;4;no
m;2;7;7;7;7;7;4;5;4;no
m;0;8;8;8;6;8;7;8;2;yes
m;1;7;8;7;5;5;2;8;2;no
m;2;8;5;6;3;7;8;7;4;yes
m;1;9;9;9;9;9;7;7;5;yes
m;1;8;7;7;6;6;5;7;2;no
